"Pozycja (x, y)","Prędkość (Vx, Vy)",Masa,"Siła (Fx, Fy)","Przyspieszenie (Ax, Ay)"
[ 1.10627734e+33 -3.73980769e+33],[ 1.11745185e+26 -3.77758353e+26],1e+30,[-1.53628645e-15 -8.03327844e-16],[-1.53628645e-45 -8.03327844e-46]
[8.14085370e+32 1.66133574e+33],[8.22308455e+25 1.67811691e+26],1e+30,[-6.52271809e-15 -1.24722181e-15],[-6.52271809e-45 -1.24722181e-45]
[-1.30456749e+34 -1.16325613e+34],[-1.31774494e+27 -1.17500619e+27],1e+30,[1.67341857e-16 1.30644719e-16],[1.67341857e-46 1.30644719e-46]
[-2.42097710e+35 -1.38186156e+34],[-2.44543141e+28 -1.39581975e+27],1e+30,[1.15365472e-18 8.12307163e-20],[1.15365472e-48 8.12307163e-50]
[-1.52147217e+33  4.63850545e+33],[-1.53684057e+26  4.68535904e+26],1e+30,[ 3.67467385e-15 -2.90615688e-15],[ 3.67467385e-45 -2.90615688e-45]
[ 4.83431466e+33 -5.11527589e+33],[ 4.88314612e+26 -5.16694535e+26],1e+30,[-1.01622946e-15  4.77268689e-16],[-1.01622946e-45  4.77268689e-46]
[6.30162536e+33 5.68361094e+33],[6.36527814e+26 5.74102115e+26],1e+30,[-6.00969059e-16 -4.52077388e-16],[-6.00969059e-46 -4.52077388e-46]
[1.15064535e+33 6.00743004e+32],[1.16226803e+26 6.06811115e+25],1e+30,[-1.79224145e-15 -5.33769241e-17],[-1.79224145e-45 -5.33769241e-47]
[ 1.42467289e+33 -2.18214426e+32],[ 1.43906352e+26 -2.20418612e+25],1e+30,[-2.28218175e-15  1.67136666e-15],[-2.28218175e-45  1.67136666e-45]
[-1.27053131e+33  8.81157674e+32],[-1.28336496e+26  8.90058257e+25],1e+30,[7.84398611e-15 3.69469059e-15],[7.84398611e-45 3.69469059e-45]
[9.92737491e+32 1.05410636e+34],[1.00276514e+26 1.06475390e+27],1e+30,[-6.89002890e-17 -5.40509299e-16],[-6.89002890e-47 -5.40509299e-46]
[2.72122298e+33 1.20040888e+33],[2.74871008e+26 1.21253422e+26],1e+30,[ 1.79879216e-15 -3.32357553e-15],[ 1.79879216e-45 -3.32357553e-45]
[-2.01351880e+34  1.65503578e+34],[-2.03385738e+27  1.67175331e+27],1e+30,[ 7.69133156e-17 -6.12467297e-17],[ 7.69133156e-47 -6.12467297e-47]
[-1.95123586e+33  9.59404904e+32],[-1.97094534e+26  9.69095831e+25],1e+30,[ 3.01268738e-15 -1.87394861e-15],[ 3.01268738e-45 -1.87394861e-45]
[-2.20129229e+33 -1.26635952e+33],[-2.22352756e+26 -1.27915103e+26],1e+30,[ 4.26561602e-15 -4.80049621e-15],[ 4.26561602e-45 -4.80049621e-45]
[ 3.51311294e+33 -2.50800750e+33],[ 3.54859893e+26 -2.53334091e+26],1e+30,[-2.68906056e-15  4.59863881e-17],[-2.68906056e-45  4.59863881e-47]
[2.52738468e+33 2.02202319e+33],[2.55291382e+26 2.04244766e+26],1e+30,[-7.83869413e-16 -2.72495645e-16],[-7.83869413e-46 -2.72495645e-46]
[-1.29963671e+33  5.47410699e+32],[-1.31276435e+26  5.52940100e+25],1e+30,[ 4.04552710e-15 -7.62223905e-16],[ 4.04552710e-45 -7.62223905e-46]
[-1.47825289e+33  2.98329362e+33],[-1.49318474e+26  3.01342790e+26],1e+30,[ 1.34688162e-15 -5.81808676e-15],[ 1.34688162e-45 -5.81808676e-45]
[-1.20490399e+34 -3.98543544e+33],[-1.21707473e+27 -4.02569236e+26],1e+30,[3.89728106e-16 1.96013032e-16],[3.89728106e-46 1.96013032e-46]
[ 1.04853269e+34 -4.15304558e+33],[ 1.05912393e+27 -4.19499554e+26],1e+30,[-4.55905933e-16  1.83201921e-16],[-4.55905933e-46  1.83201921e-46]
[ 3.30138861e+33 -7.37020131e+32],[ 3.33473597e+26 -7.44464779e+25],1e+30,[-1.91966624e-15  1.40405703e-15],[-1.91966624e-45  1.40405703e-45]
[-7.90689320e+33 -5.28146669e+32],[-7.98676081e+26 -5.33481484e+25],1e+30,[5.66934631e-16 5.11404397e-16],[5.66934631e-46 5.11404397e-46]
[5.37637369e+33 7.01971263e+33],[5.43068049e+26 7.09061881e+26],1e+30,[-6.40183643e-16 -6.36666649e-16],[-6.40183643e-46 -6.36666649e-46]
[3.71514700e+33 3.74134276e+33],[3.75267374e+26 3.77913410e+26],1e+30,[-8.58360321e-16 -3.78441627e-15],[-8.58360321e-46 -3.78441627e-45]
[4.98117116e+32 7.61075730e+32],[5.03148601e+25 7.68763363e+25],1e+30,[-3.84496539e-15 -6.80791151e-15],[-3.84496539e-45 -6.80791151e-45]
[-1.26421614e+33  4.71041850e+33],[-1.27698600e+26  4.75799848e+26],1e+30,[-2.79760482e-15  2.16929044e-15],[-2.79760482e-45  2.16929044e-45]
[-7.94650432e+34 -2.09275223e+34],[-8.02677204e+27 -2.11389114e+27],1e+30,[1.01754216e-17 3.06618547e-18],[1.01754216e-47 3.06618547e-48]
[-5.70137174e+33 -5.44578276e+32],[-5.75896135e+26 -5.50079067e+25],1e+30,[2.13474724e-14 6.02503311e-15],[2.13474724e-44 6.02503311e-45]
[ 1.51445679e+33 -1.46695606e+32],[ 1.52975433e+26 -1.48177380e+25],1e+30,[-6.49632923e-15 -4.36056196e-15],[-6.49632923e-45 -4.36056196e-45]
[-1.04179223e+34  3.95325672e+32],[-1.05231538e+27  3.99318864e+25],1e+30,[6.66940529e-16 9.53199636e-17],[6.66940529e-46 9.53199636e-47]
[6.65662136e+32 4.20144960e+33],[6.72385996e+25 4.24388849e+26],1e+30,[-2.93458801e-16 -1.98332705e-15],[-2.93458801e-46 -1.98332705e-45]
[2.35427234e+34 1.19271648e+34],[2.37805287e+27 1.20476413e+27],1e+30,[-9.76858749e-17 -4.60873488e-17],[-9.76858749e-47 -4.60873488e-47]
[2.76006876e+33 8.26081308e+32],[2.78794824e+26 8.34425564e+25],1e+30,[-3.99606406e-16  2.62622859e-15],[-3.99606406e-46  2.62622859e-45]
[ 9.97973218e+33 -3.90537507e+32],[ 1.00805376e+27 -3.94482331e+25],1e+30,[-7.9216438e-16  4.1103998e-17],[-7.9216438e-46  4.1103998e-47]
[ 1.03652419e+33 -1.46775068e+34],[ 1.04699413e+26 -1.48257645e+27],1e+30,[-3.01647498e-17  3.25355923e-16],[-3.01647498e-47  3.25355923e-46]
[ 2.74181598e+33 -2.80731946e+33],[ 2.76951109e+26 -2.83567622e+26],1e+30,[-1.34567064e-15  2.73868033e-15],[-1.34567064e-45  2.73868033e-45]
[ 8.03286453e+33 -1.13996953e+34],[ 8.11400457e+26 -1.15148437e+27],1e+30,[-1.88057417e-16  2.64524175e-16],[-1.88057417e-46  2.64524175e-46]
[ 3.42616222e+33 -1.09012722e+33],[ 3.46076992e+26 -1.10113861e+26],1e+30,[-2.39581748e-15  2.70411635e-15],[-2.39581748e-45  2.70411635e-45]
[-8.23031757e+33  4.50036208e+32],[-8.31345209e+26  4.54582028e+25],1e+30,[ 9.01196605e-16 -2.10648625e-16],[ 9.01196605e-46 -2.10648625e-46]
[-3.44053643e+32  1.49487648e+33],[-3.47528933e+25  1.50997624e+26],1e+30,[-3.17870825e-15  8.51813384e-16],[-3.17870825e-45  8.51813384e-46]
[ 5.16331526e+33 -7.13086037e+33],[ 5.21546996e+26 -7.20288926e+26],1e+30,[-7.87684037e-16  6.29514729e-16],[-7.87684037e-46  6.29514729e-46]
[-4.82822052e+33 -4.98975279e+32],[-4.87699043e+26 -5.04015433e+25],1e+30,[1.18847692e-15 1.77569194e-16],[1.18847692e-45 1.77569194e-46]
[ 2.90380806e+33 -2.32247637e+32],[ 2.93313945e+26 -2.34593573e+25],1e+30,[-8.23011749e-14  3.77549003e-14],[-8.23011749e-44  3.77549003e-44]
[-1.89453972e+33 -2.70814689e+33],[-1.91367649e+26 -2.73550191e+26],1e+30,[2.59257566e-15 2.48387349e-15],[2.59257566e-45 2.48387349e-45]
[ 3.93716359e+33 -2.14781893e+33],[ 3.97693292e+26 -2.16951407e+26],1e+30,[-2.39004534e-15  1.23085123e-15],[-2.39004534e-45  1.23085123e-45]
[ 2.73499929e+33 -2.32054055e+33],[ 2.76262554e+26 -2.34398035e+26],1e+30,[-2.10520005e-16  2.99373631e-16],[-2.10520005e-46  2.99373631e-46]
[2.62260522e+33 3.52375638e+32],[2.64909618e+26 3.55934988e+25],1e+30,[-1.16044339e-15 -1.20672296e-16],[-1.16044339e-45 -1.20672296e-46]
[2.40460478e+35 7.27168785e+33],[2.42889371e+28 7.34513925e+26],1e+30,[-1.17444623e-18 -4.91564495e-20],[-1.17444623e-48 -4.91564495e-50]
[4.00627768e+33 2.04875376e+34],[4.04674513e+26 2.06944824e+27],1e+30,[-3.33147313e-17 -1.62590706e-16],[-3.33147313e-47 -1.62590706e-46]
[ 3.16856349e+33 -3.40356711e+32],[ 3.20056918e+26 -3.43794657e+25],1e+30,[-3.99130245e-15  1.02729449e-15],[-3.99130245e-45  1.02729449e-45]
[-4.39000036e+32  1.30766757e+34],[-4.43434376e+25  1.32087633e+27],1e+30,[ 3.59201315e-17 -3.34350812e-16],[ 3.59201315e-47 -3.34350812e-46]
[2.90545036e+33 3.82466688e+33],[2.93479834e+26 3.86329988e+26],1e+30,[-1.83827129e-15  1.27149432e-17],[-1.83827129e-45  1.27149432e-47]
[-1.68899709e+33 -3.43479631e+32],[-1.70605767e+26 -3.46949123e+25],1e+30,[2.28111364e-15 4.26133296e-16],[2.28111364e-45 4.26133296e-46]
[-7.62867346e+32 -1.28904847e+34],[-7.70573077e+25 -1.30206916e+27],1e+30,[1.40016927e-15 1.05784308e-15],[1.40016927e-45 1.05784308e-45]
[ 3.82742630e+33 -1.62607619e+33],[ 3.86608717e+26 -1.64250120e+26],1e+30,[-2.49041927e-15  4.16939289e-16],[-2.49041927e-45  4.16939289e-46]
[2.48358547e+33 1.78021517e+33],[2.50867219e+26 1.79819714e+26],1e+30,[ 4.01730024e-17 -7.04426468e-16],[ 4.01730024e-47 -7.04426468e-46]
[2.79289483e+33 4.06049991e+33],[2.82110589e+26 4.10151506e+26],1e+30,[-3.30200660e-15 -2.77419754e-15],[-3.30200660e-45 -2.77419754e-45]
[ 9.65271359e+33 -5.24303112e+34],[ 9.75021575e+26 -5.29599103e+27],1e+30,[-4.29750166e-18  2.30587395e-17],[-4.29750166e-48  2.30587395e-47]
[-3.44021750e+34  1.30407438e+34],[-3.47496717e+27  1.31724685e+27],1e+30,[ 4.64541289e-17 -1.43860148e-17],[ 4.64541289e-47 -1.43860148e-47]
[ 1.01174853e+33 -3.22625857e+33],[ 1.02196822e+26 -3.25884704e+26],1e+30,[2.42262352e-15 4.40830388e-16],[2.42262352e-45 4.40830388e-46]
[-1.23183955e+33 -4.44153959e+32],[-1.24428238e+26 -4.48640362e+25],1e+30,[4.90662867e-15 1.16899929e-15],[4.90662867e-45 1.16899929e-45]
[ 8.39810820e+32 -3.83383561e+32],[ 8.48293759e+25 -3.87256122e+25],1e+30,[-5.34481684e-15  1.28412296e-15],[-5.34481684e-45  1.28412296e-45]
[-5.48691980e+33  2.10388766e+32],[-5.54234323e+26  2.12513905e+25],1e+30,[ 1.81629305e-15 -6.15112157e-16],[ 1.81629305e-45 -6.15112157e-46]
[3.95803727e+33 9.59315279e+32],[3.99801745e+26 9.69005332e+25],1e+30,[-7.88017965e-15 -1.32698914e-15],[-7.88017965e-45 -1.32698914e-45]
[ 6.27485574e+33 -1.77266259e+34],[ 6.33823812e+26 -1.79056827e+27],1e+30,[-8.15955616e-17  2.09525163e-16],[-8.15955616e-47  2.09525163e-46]
[ 1.61881908e+33 -9.41557750e+32],[ 1.63517078e+26 -9.51068435e+25],1e+30,[-6.55862280e-16  2.14870563e-15],[-6.55862280e-46  2.14870563e-45]
[ 4.78599641e+33 -2.25040993e+33],[ 4.83433981e+26 -2.27314134e+26],1e+30,[-1.36005819e-15  5.95627096e-16],[-1.36005819e-45  5.95627096e-46]
[1.15560330e+34 1.29568954e+34],[1.16727606e+27 1.30877731e+27],1e+30,[-1.46779509e-16 -4.99777246e-17],[-1.46779509e-46 -4.99777246e-47]
[-6.11893056e+34  1.58361306e+33],[-6.18073794e+27  1.59960915e+26],1e+30,[1.74142347e-17 7.61174073e-20],[1.74142347e-47 7.61174073e-50]
[ 2.71023819e+33 -9.97453267e+33],[ 2.73761433e+26 -1.00752855e+27],1e+30,[-2.21781981e-16  6.04197391e-16],[-2.21781981e-46  6.04197391e-46]
[ 4.01556298e+33 -4.57147814e+33],[ 4.05612422e+26 -4.61765469e+26],1e+30,[-5.01528909e-16  5.05278139e-15],[-5.01528909e-46  5.05278139e-45]
[-3.05398551e+33 -5.31166876e+33],[-3.08483384e+26 -5.36532198e+26],1e+30,[1.00792748e-15 1.18260933e-15],[1.00792748e-45 1.18260933e-45]
[7.57953667e+34 1.05323366e+34],[7.65609764e+27 1.06387239e+27],1e+30,[-1.22432424e-17 -1.23077226e-18],[-1.22432424e-47 -1.23077226e-48]
[-1.02612347e+34  5.23574629e+33],[-1.03648835e+27  5.28863262e+26],1e+30,[ 4.09205292e-16 -2.38361662e-16],[ 4.09205292e-46 -2.38361662e-46]
[-2.00859237e+34 -3.60235030e+34],[-2.02888119e+27 -3.63873768e+27],1e+30,[4.14169988e-17 2.96828289e-17],[4.14169988e-47 2.96828289e-47]
[-2.32626892e+35  5.03552317e+34],[-2.34976659e+28  5.08638704e+27],1e+30,[ 1.16744791e-18 -2.69104001e-19],[ 1.16744791e-48 -2.69104001e-49]
[-1.34103949e+33 -1.00354880e+33],[-1.35458534e+26 -1.01368566e+26],1e+30,[-1.82766555e-15 -2.43612783e-15],[-1.82766555e-45 -2.43612783e-45]
[-4.10747402e+33  9.20253852e+33],[-4.14896366e+26  9.29549346e+26],1e+30,[ 2.56159740e-16 -6.42549187e-16],[ 2.56159740e-46 -6.42549187e-46]
[2.83867971e+33 5.86559834e+33],[2.86735324e+26 5.92484680e+26],1e+30,[-1.60637957e-13 -1.87085593e-13],[-1.60637957e-43 -1.87085593e-43]
[1.49059040e+33 2.61640096e+32],[1.50564686e+26 2.64282926e+25],1e+30,[1.10778700e-15 2.71555657e-15],[1.10778700e-45 2.71555657e-45]
[-8.00904629e+32 -2.51795909e+33],[-8.08994574e+25 -2.54339302e+26],1e+30,[2.06829230e-15 1.82224757e-15],[2.06829230e-45 1.82224757e-45]
[5.07207532e+32 3.84011518e+32],[5.12330841e+25 3.87890422e+25],1e+30,[-7.31202764e-15  4.14704463e-15],[-7.31202764e-45  4.14704463e-45]
[ 8.63906640e+31 -4.29826108e+33],[ 8.72632964e+24 -4.34167786e+26],1e+30,[-3.42205138e-17  4.55222569e-15],[-3.42205138e-47  4.55222569e-45]
[ 2.58185309e+34 -1.68455800e+34],[ 2.60793241e+27 -1.70157374e+27],1e+30,[-5.72747406e-17  3.72553381e-17],[-5.72747406e-47  3.72553381e-47]
[-6.63155732e+33  1.69457837e+33],[-6.69854275e+26  1.71169533e+26],1e+30,[1.28299558e-15 2.08110566e-16],[1.28299558e-45 2.08110566e-46]
[-4.40668415e+34  3.66138066e+33],[-4.45119611e+27  3.69836430e+26],1e+30,[ 3.16338002e-17 -2.59417031e-18],[ 3.16338002e-47 -2.59417031e-48]
[-3.42289293e+33  6.95373174e+31],[-3.45746760e+26  7.02397148e+24],1e+30,[ 4.04797211e-15 -6.43912607e-17],[ 4.04797211e-45 -6.43912607e-47]
[-1.90634778e+32 -8.76284505e+33],[-1.92560381e+25 -8.85135864e+26],1e+30,[5.17567624e-16 4.46699793e-16],[5.17567624e-46 4.46699793e-46]
[-3.10316462e+33 -3.81289054e+31],[-3.13450972e+26 -3.85140473e+24],1e+30,[-1.81851809e-14 -1.80013856e-14],[-1.81851809e-44 -1.80013856e-44]
[ 1.07974324e+32 -3.26550599e+33],[ 1.09064974e+25 -3.29849090e+26],1e+30,[-1.62843138e-15  2.05258520e-15],[-1.62843138e-45  2.05258520e-45]
[-1.70369623e+34 -7.05311367e+33],[-1.72090528e+27 -7.12435725e+26],1e+30,[3.07483137e-16 1.23269027e-18],[3.07483137e-46 1.23269027e-48]
[-3.18698087e+33 -8.02197062e+32],[-3.21917260e+26 -8.10300062e+25],1e+30,[1.18276001e-14 4.87169351e-15],[1.18276001e-44 4.87169351e-45]
[-6.92124471e+32  6.15288883e+32],[-6.99115628e+25  6.21503923e+25],1e+30,[-5.30169759e-15  1.26002276e-15],[-5.30169759e-45  1.26002276e-45]
[-2.62900113e+33 -3.96621264e+33],[-2.65555670e+26 -4.00627539e+26],1e+30,[1.44881362e-15 8.50607811e-17],[1.44881362e-45 8.50607811e-47]
[-3.14258224e+33  1.29139549e+32],[-3.17432549e+26  1.30443989e+25],1e+30,[-1.94135605e-16 -1.50158947e-14],[-1.94135605e-46 -1.50158947e-44]
[ 1.46885223e+33 -2.75313498e+33],[ 1.48368912e+26 -2.78094443e+26],1e+30,[-4.18678143e-15  2.72220797e-15],[-4.18678143e-45  2.72220797e-45]
[1.51198474e+33 8.79376208e+32],[1.52725731e+26 8.88258796e+25],1e+30,[-3.80748793e-15 -4.51627879e-15],[-3.80748793e-45 -4.51627879e-45]
[-1.66007625e+32 -6.83606507e+33],[-1.67684469e+25 -6.90511623e+26],1e+30,[6.29262621e-17 1.13804949e-15],[6.29262621e-47 1.13804949e-45]
[-1.66588078e+33 -2.02392176e+33],[-1.68270785e+26 -2.04436541e+26],1e+30,[9.9696478e-16 1.2684983e-15],[9.9696478e-46 1.2684983e-45]
[2.38827469e+33 4.44021945e+33],[2.41239868e+26 4.48507016e+26],1e+30,[-6.51287485e-16 -1.40386837e-15],[-6.51287485e-46 -1.40386837e-45]
[6.61957559e+32 5.35314122e+33],[6.68644000e+25 5.40721336e+26],1e+30,[-6.10518776e-16 -1.57613259e-15],[-6.10518776e-46 -1.57613259e-45]
[-7.09568239e+32  2.44004311e+32],[-7.16735595e+25  2.46469002e+25],1e+30,[1.21670358e-15 8.35089285e-16],[1.21670358e-45 8.35089285e-46]
[3.75031743e+32 4.59059624e+32],[3.78819942e+25 4.63696589e+25],1e+30,[-1.85267440e-14 -3.51341113e-14],[-1.85267440e-44 -3.51341113e-44]
[-4.89977069e+33  8.39391005e+32],[-4.94926332e+26  8.47869702e+25],1e+30,[ 1.22150561e-15 -1.98920395e-16],[ 1.22150561e-45 -1.98920395e-46]
[-6.33056888e+33  3.07424332e+32],[-6.39451402e+26  3.10529629e+25],1e+30,[1.81035807e-15 1.76033693e-16],[1.81035807e-45 1.76033693e-46]
[2.82782537e+33 5.85297837e+33],[2.85638926e+26 5.91209936e+26],1e+30,[1.59937858e-13 1.85628903e-13],[1.59937858e-43 1.85628903e-43]
[-1.07780491e+34  1.90175029e+33],[-1.08869182e+27  1.92095989e+26],1e+30,[ 7.02150624e-16 -2.06770277e-16],[ 7.02150624e-46 -2.06770277e-46]
[7.94551058e+32 6.76122502e+33],[8.02576827e+25 6.82952022e+26],1e+30,[-5.66599653e-16 -1.07885123e-15],[-5.66599653e-46 -1.07885123e-45]
[ 3.41745099e+33 -2.66431142e+33],[ 3.45197069e+26 -2.69122366e+26],1e+30,[-7.73742339e-16  3.14090299e-15],[-7.73742339e-46  3.14090299e-45]
[5.24258093e+32 2.97713586e+33],[5.29553630e+25 3.00720794e+26],1e+30,[-5.80336495e-16 -2.26028680e-15],[-5.80336495e-46 -2.26028680e-45]
[1.67088963e+33 1.12502081e+34],[1.68776730e+26 1.13638466e+27],1e+30,[-5.81069869e-16 -6.20521032e-16],[-5.81069869e-46 -6.20521032e-46]
[ 1.30194650e+33 -2.27733063e+33],[ 1.31509747e+26 -2.30033397e+26],1e+30,[-2.29662777e-15 -5.82786303e-16],[-2.29662777e-45 -5.82786303e-46]
[ 5.15145609e+32 -1.33030200e+32],[ 5.20349100e+25 -1.34373939e+25],1e+30,[-2.76883132e-15 -2.74856457e-15],[-2.76883132e-45 -2.74856457e-45]
[-2.50165825e+34  2.16909062e+34],[-2.52692753e+27  2.19100062e+27],1e+30,[ 4.22323406e-17 -3.99368007e-17],[ 4.22323406e-47 -3.99368007e-47]
[-2.04128715e+33 -5.35496964e+33],[-2.06190621e+26 -5.40906024e+26],1e+30,[3.80622400e-16 2.14540954e-15],[3.80622400e-46 2.14540954e-45]
[ 2.14808633e+33 -5.48041237e+33],[ 2.16978417e+26 -5.53577007e+26],1e+30,[-7.89892060e-16  7.92183085e-16],[-7.89892060e-46  7.92183085e-46]
[-1.76334279e+32 -3.82641361e+33],[-1.78115433e+25 -3.86506425e+26],1e+30,[7.15639066e-15 5.61438466e-15],[7.15639066e-45 5.61438466e-45]
[ 4.51213062e+33 -7.04482296e+33],[ 4.55770769e+26 -7.11598279e+26],1e+30,[-6.03699032e-16  6.56145617e-16],[-6.03699032e-46  6.56145617e-46]
[ 4.79603318e+32 -1.12957318e+33],[ 4.84447796e+25 -1.14098301e+26],1e+30,[9.97223677e-15 8.80143046e-16],[9.97223677e-45 8.80143046e-46]
[-2.76922282e+33  2.94406639e+34],[-2.79719476e+26  2.97380443e+27],1e+30,[ 7.13047366e-18 -7.68155083e-17],[ 7.13047366e-48 -7.68155083e-47]
[1.10761930e+32 1.81339672e+32],[1.11880741e+25 1.83171410e+25],1e+30,[3.76655488e-15 1.86126935e-15],[3.76655488e-45 1.86126935e-45]
[2.64655019e+33 4.01550486e+33],[2.67328301e+26 4.05606551e+26],1e+30,[ 2.21028280e-15 -6.21269063e-16],[ 2.21028280e-45 -6.21269063e-46]
[ 7.84062634e+33 -3.02388371e+34],[ 7.91982459e+26 -3.05442799e+27],1e+30,[-1.79692128e-17  6.73488431e-17],[-1.79692128e-47  6.73488431e-47]
[1.24104965e+34 2.87318020e+34],[1.25358551e+27 2.90220222e+27],1e+30,[-3.23093383e-17 -5.02286118e-17],[-3.23093383e-47 -5.02286118e-47]
[-2.93322729e+33  2.01612573e+33],[-2.96285585e+26  2.03649063e+26],1e+30,[ 2.00356756e-15 -2.06530206e-15],[ 2.00356756e-45 -2.06530206e-45]
[ 3.20616586e+34 -1.67450750e+34],[ 3.23855138e+27 -1.69142172e+27],1e+30,[-4.58150258e-17  2.19604159e-17],[-4.58150258e-47  2.19604159e-47]
[ 2.29380452e+33 -6.53721115e+32],[ 2.31697426e+26 -6.60324359e+25],1e+30,[-4.81350558e-15  5.79685870e-15],[-4.81350558e-45  5.79685870e-45]
[-3.57424680e+33  4.75767786e+33],[-3.61035030e+26  4.80573522e+26],1e+30,[ 9.00653525e-16 -1.04418122e-15],[ 9.00653525e-46 -1.04418122e-45]
[3.71951161e+33 1.12633685e+32],[3.75708244e+26 1.13771400e+25],1e+30,[-1.94450307e-15  6.12300247e-16],[-1.94450307e-45  6.12300247e-46]
[ 7.88240622e+31 -2.59635039e+33],[ 7.96202658e+24 -2.62257616e+26],1e+30,[-1.14221108e-15  1.81680019e-15],[-1.14221108e-45  1.81680019e-45]
[-5.66770515e+33 -3.54929387e+32],[-5.72495469e+26 -3.58514532e+25],1e+30,[ 2.12211191e-15 -5.25587223e-15],[ 2.12211191e-45 -5.25587223e-45]
[-6.28062761e+31 -3.65838721e+33],[-6.34406833e+24 -3.69534062e+26],1e+30,[-1.20042809e-14 -1.94735251e-14],[-1.20042809e-44 -1.94735251e-44]
[1.16305383e+34 3.14927265e+34],[1.17480185e+27 3.18108348e+27],1e+30,[-4.91879381e-17 -3.62583249e-17],[-4.91879381e-47 -3.62583249e-47]
[-1.46871654e+33  1.51172735e+34],[-1.48355206e+26  1.52699732e+27],1e+30,[-7.70214159e-17 -7.70883350e-17],[-7.70214159e-47 -7.70883350e-47]
[3.00326409e+33 1.42292151e+33],[3.03360009e+26 1.43729445e+26],1e+30,[-2.61498124e-15 -6.00124060e-16],[-2.61498124e-45 -6.00124060e-46]
[-5.47920738e+32  1.53535279e+33],[-5.5345529e+25  1.5508614e+26],1e+30,[-1.84775501e-14 -1.57783242e-14],[-1.84775501e-44 -1.57783242e-44]
[-1.77964172e+33 -2.64069157e+33],[-1.79761790e+26 -2.66736522e+26],1e+30,[-2.64172319e-15 -2.11558795e-15],[-2.64172319e-45 -2.11558795e-45]
[ 1.35572452e+33 -1.54248676e+33],[ 1.36941871e+26 -1.55806746e+26],1e+30,[ 2.82448874e-15 -4.28528879e-15],[ 2.82448874e-45 -4.28528879e-45]
[ 7.88252094e+32 -4.39291886e+33],[ 7.96214236e+25 -4.43729177e+26],1e+30,[-7.14692216e-16  2.08826392e-15],[-7.14692216e-46  2.08826392e-45]
[ 8.59358809e+33 -1.03676005e+32],[ 8.68039201e+26 -1.04723237e+25],1e+30,[-4.98122121e-16 -9.72528435e-17],[-4.98122121e-46 -9.72528435e-47]
[1.52353278e+34 1.43165127e+34],[1.53892200e+27 1.44611239e+27],1e+30,[-1.89191735e-16 -1.81990651e-16],[-1.89191735e-46 -1.81990651e-46]
[ 3.09379282e+33 -1.59262392e+32],[ 3.12504325e+26 -1.60871103e+25],1e+30,[-3.69743625e-15 -1.59588515e-15],[-3.69743625e-45 -1.59588515e-45]
[-3.51752336e+32 -4.45907288e+32],[-3.55305390e+25 -4.50411402e+25],1e+30,[2.40768489e-15 1.28417232e-15],[2.40768489e-45 1.28417232e-45]
[-5.88554233e+32  1.50711082e+33],[-5.94499225e+25  1.52233416e+26],1e+30,[2.57060017e-14 1.47084993e-14],[2.57060017e-44 1.47084993e-44]
[2.87883243e+33 1.68726854e+33],[2.90791154e+26 1.70431166e+26],1e+30,[-6.03835701e-15 -2.45809162e-14],[-6.03835701e-45 -2.45809162e-44]
[2.64095603e+33 5.28352823e+33],[2.66763236e+26 5.33689720e+26],1e+30,[-4.19729778e-16 -1.20535224e-15],[-4.19729778e-46 -1.20535224e-45]
[3.27275802e+33 1.77210139e+33],[3.30581620e+26 1.79000142e+26],1e+30,[-1.99791863e-15 -1.79018766e-15],[-1.99791863e-45 -1.79018766e-45]
[1.05925861e+34 3.23704135e+34],[1.06995819e+27 3.26973874e+27],1e+30,[ 6.83675334e-18 -7.71518417e-17],[ 6.83675334e-48 -7.71518417e-47]
[ 7.94953604e+33 -1.32492485e+34],[ 8.02983438e+26 -1.33830793e+27],1e+30,[-1.64737364e-16  2.48937541e-16],[-1.64737364e-46  2.48937541e-46]
[ 3.83322146e+33 -5.00535832e+33],[ 3.87194087e+26 -5.05591750e+26],1e+30,[-5.62300643e-16  8.73286632e-16],[-5.62300643e-46  8.73286632e-46]
[-7.88625912e+32  1.20642119e+33],[-7.96591830e+25  1.21860726e+26],1e+30,[ 2.66672471e-15 -2.29047668e-15],[ 2.66672471e-45 -2.29047668e-45]
[-4.15365593e+32 -9.03394355e+32],[-4.19561206e+25 -9.12519551e+25],1e+30,[-2.69060263e-15  3.63934052e-15],[-2.69060263e-45  3.63934052e-45]
[-1.60299925e+33 -3.09954456e+33],[-1.61919116e+26 -3.13085309e+26],1e+30,[4.60899061e-15 1.19822316e-14],[4.60899061e-45 1.19822316e-44]
[-1.90674787e+33  1.30124191e+33],[-1.92600795e+26  1.31438577e+26],1e+30,[4.81594537e-15 5.19829642e-16],[4.81594537e-45 5.19829642e-46]
[-5.74783267e+33 -2.23060087e+34],[-5.80589159e+26 -2.25313219e+27],1e+30,[2.82068380e-17 1.24268518e-16],[2.82068380e-47 1.24268518e-46]
[-3.80793565e+33 -9.66329624e+31],[-3.84639964e+26 -9.76090535e+24],1e+30,[ 5.26697077e-15 -1.66711310e-15],[ 5.26697077e-45 -1.66711310e-45]
[-2.13659358e+33 -5.07023003e+33],[-2.15817534e+26 -5.12144447e+26],1e+30,[7.53483929e-16 1.00971733e-15],[7.53483929e-46 1.00971733e-45]
